time_s,raw_az_m_s2,filtered_rms_m_s2,requested_m_s,baseline_m_s,adaptive_m_s,speed_scale,state
0.7,9.777260737385376,0.0318827611352861,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.72,9.756748663578586,0.032264148479441736,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.74,9.782562316294914,0.0317436115291006,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.76,9.830737683705085,0.03165319118284584,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.78,9.856551336421413,0.03219137705238695,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.8,9.836039262614623,0.03195856501479009,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.82,9.788243772365766,0.03170847046866197,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.84,9.757535637463565,0.032213504145738286,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.86,9.772422644703564,0.03192314243797817,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.88,9.819084494358242,0.03159267646949627,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.9,9.854202825814758,0.03212394884184581,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.92,9.84517566213879,0.03193180255314551,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.94,9.800383338321785,0.03162448509947252,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.96,9.7614086473767,0.03209778628355885,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
0.98,9.764433603724898,0.032080592213526715,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.0,9.80665,0.03158961002913545,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.02,9.8488663962751,0.032000568015482386,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.04,9.8518913526233,0.0321422576189937,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.06,9.812916661678214,0.031631781477396904,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.08,9.76812433786121,0.031920338545781655,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.1,9.759097174185241,0.031912236773097194,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.12,9.794215505641757,0.03190834247703412,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.14,9.840877355296433,0.031850438890750024,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.16,9.855764362536434,0.032215266577324125,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.18,9.825056227634233,0.031718391620398696,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.2,9.777260737385376,0.031786199568414955,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.22,9.756748663578586,0.03222801025372473,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.24,9.782562316294914,0.03177947024917348,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.26,9.830737683705085,0.031712048403184895,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.28,9.856551336421413,0.03221545621930254,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.3,9.836039262614623,0.03185744584953871,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.32,9.788243772365766,0.031916975456047936,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.34,9.757535637463565,0.03191533984267085,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.36,9.772422644703566,0.03191387978388732,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.38,9.819084494358242,0.031621441988570406,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.4,9.854202825814758,0.032141589907005955,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.42,9.84517566213879,0.03201180478199429,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.44,9.800383338321785,0.031604183810533204,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.46,9.7614086473767,0.03208317690061941,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.48,9.764433603724898,0.032082131362153286,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.5,9.80665,0.03160250187745178,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.52,9.848866396275099,0.03201126324987601,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.54,9.8518913526233,0.03214229733312189,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.56,9.812916661678216,0.03162323244520542,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.58,9.76812433786121,0.031935311296035926,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.6,9.759097174185241,0.03218813143042776,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.62,9.794215505641757,0.03166062406017439,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.64,9.840877355296433,0.0318562882458338,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.66,9.855764362536434,0.03221665501068317,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.68,9.825056227634233,0.03171510141470613,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.7,9.777260737385376,0.0317819628789055,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.72,9.756748663578586,0.03222656914509121,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.74,9.782562316294914,0.03178139278137746,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.76,9.830737683705085,0.03171501463378733,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.78,9.856551336421413,0.0322167329932112,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.8,9.836039262614623,0.031856351029664075,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.82,9.788243772365766,0.03166116432267762,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.84,9.757535637463565,0.03218826931581676,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.86,9.772422644703566,0.03193459132272747,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.88,9.819084494358242,0.03162284807630664,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.9,9.854202825814758,0.032142458708892326,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.92,9.84517566213879,0.032011542548065784,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.94,9.800383338321785,0.03160323832803531,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.96,9.7614086473767,0.032082497584372635,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
1.98,9.764433603724898,0.032082216175832436,0.0,0.0,0.0,1.0,imu_warming_up_or_low_rate
2.02,9.848866396275099,0.0320117784732682,0.0,0.0,0.0,1.0,commanded_stop
2.04,9.8518913526233,0.0321423048372141,0.0,0.0,0.0,1.0,commanded_stop
2.06,9.812916661678216,0.03162283070998226,0.0,0.0,0.0,1.0,commanded_stop
2.08,9.76812433786121,0.031934927794005655,0.0,0.0,0.0,1.0,commanded_stop
2.1,9.759097174185241,0.03218807962811518,0.0,0.0,0.0,1.0,commanded_stop
2.12,9.794215505641757,0.03166087713227425,0.0,0.0,0.0,1.0,commanded_stop
2.14,9.840877355296433,0.031915114114416554,0.0,0.0,0.0,1.0,commanded_stop
2.16,9.855764362536434,0.0319151266657588,0.0,0.0,0.0,1.0,commanded_stop
2.18,9.825056227634233,0.03191513387699023,0.0,0.0,0.0,1.0,commanded_stop
2.2,9.777260737385376,0.03191513088190429,0.25,0.0004000000000000007,0.0004000000000000007,1.0,normal
2.22,9.756748663578586,0.03191512238913297,0.25,0.0012000000000000023,0.0012000000000000023,1.0,normal
2.24,9.782562316294914,0.03191511667929708,0.25,0.0024000000000000046,0.0024000000000000046,1.0,normal
2.26,9.830737683705085,0.031715155938095214,0.25,0.003999999999999963,0.003999999999999963,1.0,normal
2.28,9.856551336421413,0.03221679395041226,0.25,0.005999999999999958,0.005999999999999958,1.0,normal
2.3,9.836039262614625,0.03185629925377827,0.25,0.008399999999999953,0.008399999999999953,1.0,normal
2.32,9.788243772365766,0.03166106628081523,0.25,0.01119999999999995,0.01119999999999995,1.0,normal
2.34,9.757535637463565,0.032188217977363695,0.25,0.014399999999999946,0.014399999999999946,1.0,normal
2.36,9.772422644703564,0.031934618401392306,0.25,0.017999999999999943,0.017999999999999943,1.0,normal
2.38,9.819084494358242,0.03162291496653781,0.25,0.021999999999999943,0.021999999999999943,1.0,normal
2.4,9.854202825814758,0.0321425000536748,0.25,0.02639999999999994,0.02639999999999994,1.0,normal
2.42,9.84517566213879,0.03201153014460812,0.25,0.03119999999999994,0.03119999999999994,1.0,normal
2.44,9.800383338321785,0.03160319345243745,0.25,0.03619999999999994,0.03619999999999994,1.0,normal
2.46,9.7614086473767,0.032082465344350365,0.25,0.041199999999999945,0.041199999999999945,1.0,normal
2.48,9.764433603724898,0.032082220231594336,0.25,0.04619999999999995,0.04619999999999995,1.0,normal
2.5,9.80665,0.031603153076319154,0.25,0.051199999999999954,0.051199999999999954,1.0,normal
2.52,9.848866396275099,0.03201180296683012,0.25,0.05619999999999996,0.05619999999999996,1.0,normal
2.54,9.8518913526233,0.03214230520640155,0.25,0.06119999999999996,0.06119999999999996,1.0,normal
2.56,9.812916661678214,0.03162281163409086,0.25,0.06619999999999997,0.06619999999999997,1.0,normal
2.58,9.76812433786121,0.03193490958209741,0.25,0.07119999999999997,0.07119999999999997,1.0,normal
2.6,9.759097174185241,0.03218807717315326,0.25,0.07619999999999998,0.07619999999999998,1.0,normal
2.62,9.794215505641755,0.03166088916017126,0.25,0.08119999999999998,0.08119999999999998,1.0,normal
2.64,9.840877355296435,0.031856581073382316,0.25,0.08619999999999998,0.08619999999999998,1.0,normal
2.66,9.855764362536434,0.032216725468293544,0.25,0.09119999999999999,0.09119999999999999,1.0,normal
2.68,9.825056227634233,0.031714938751630235,0.25,0.0962,0.0962,1.0,normal
2.7,9.777260737385376,0.03178175287114294,0.25,0.1012,0.1012,1.0,normal
2.72,9.756748663578586,0.03222649808151639,0.25,0.1062,0.1062,1.0,normal
2.74,9.782562316294914,0.03178148897548933,0.25,0.11120000000000001,0.11120000000000001,1.0,normal
2.76,9.830737683705085,0.03171516265212444,0.25,0.1161999999999999,0.1161999999999999,1.0,normal
2.78,9.856551336421413,0.03221679684707751,0.25,0.1211999999999999,0.1211999999999999,1.0,normal
2.8,9.836039262614623,0.03185629679451622,0.25,0.12619999999999992,0.12619999999999992,1.0,normal
2.82,9.788243772365766,0.03166106162340371,0.25,0.13119999999999993,0.13119999999999993,1.0,normal
2.84,9.757535637463565,0.03218821553867246,0.25,0.13619999999999993,0.13619999999999993,1.0,normal
2.86,9.772422644703564,0.03193461968811875,0.25,0.14119999999999994,0.14119999999999994,1.0,normal
2.88,9.819084494358242,0.03162291814459787,0.25,0.14619999999999994,0.14619999999999994,1.0,normal
2.9,9.854202825814758,0.0321425020180625,0.25,0.15119999999999995,0.15119999999999995,1.0,normal
2.92,9.84517566213879,0.03201152955546139,0.25,0.15619999999999995,0.15619999999999995,1.0,normal
2.94,9.800383338321785,0.03160319132055872,0.25,0.16119999999999995,0.16119999999999995,1.0,normal
2.96,9.761408647376697,0.03208246381274817,0.25,0.16619999999999996,0.16619999999999996,1.0,normal
2.98,9.764433603724898,0.03208222042433737,0.25,0.17119999999999996,0.17119999999999996,1.0,normal
3.0,9.80665,0.031603154480440904,0.25,0.17619999999999997,0.17619999999999997,1.0,normal
3.02,9.848866396275099,0.03201180413052047,0.25,0.18119999999999997,0.18119999999999997,1.0,normal
3.04,9.851891352623301,0.03214230522396972,0.25,0.18619999999999998,0.18619999999999998,1.0,normal
3.06,9.812916661678214,0.031622810727845,0.25,0.19119999999999998,0.19119999999999998,1.0,normal
3.08,9.76812433786121,0.03193490871689312,0.25,0.19619999999999999,0.19619999999999999,1.0,normal
3.1,9.759097174185241,0.032188077056535334,0.25,0.2012,0.2012,1.0,normal
3.12,9.794215505641755,0.031660889731610374,0.25,0.2062,0.2062,1.0,normal
3.14,9.840877355296435,0.03185658170451429,0.25,0.2112,0.2112,1.0,normal
3.16,9.855764362536434,0.03221672562024781,0.25,0.2162,0.2162,1.0,normal
3.18,9.825056227634233,0.031714938401250795,0.25,0.2212,0.2212,1.0,normal
3.2,9.777260737385376,0.03178175241872521,0.25,0.226,0.226,1.0,normal
3.22,9.756748663578586,0.032226497928462945,0.25,0.23040000000000002,0.23040000000000002,1.0,normal
3.24,9.782562316294914,0.03178148918281166,0.25,0.23440000000000003,0.23440000000000003,1.0,normal
3.26,9.830737683705085,0.03171516297110041,0.25,0.23799999999999996,0.23799999999999996,1.0,normal
3.28,9.856551336421413,0.03221679698469544,0.25,0.24119999999999997,0.24119999999999997,1.0,normal
3.3,9.836039262614623,0.031856296677681285,0.25,0.24399999999999997,0.24399999999999997,1.0,normal
3.32,9.788243772365766,0.03166106140213759,0.25,0.24639999999999998,0.24639999999999998,1.0,normal
3.34,9.757535637463565,0.03218821542281452,0.25,0.24839999999999998,0.24839999999999998,1.0,normal
3.36,9.772422644703564,0.03193461974925,0.25,0.25,0.25,1.0,normal
3.38,9.819084494358242,0.031622918295583516,0.25,0.25,0.25,1.0,normal
3.4,9.854202825814758,0.03214250211138819,0.25,0.25,0.25,1.0,normal
3.42,9.84517566213879,0.032011529527472375,0.25,0.25,0.25,1.0,normal
3.44,9.800383338321785,0.03160319121927678,0.25,0.25,0.25,1.0,normal
3.46,9.7614086473767,0.03208246373998436,0.25,0.25,0.25,1.0,normal
3.48,9.764433603724898,0.03208222043349449,0.25,0.25,0.25,1.0,normal
3.5,9.80665,0.03160315454714876,0.25,0.25,0.25,1.0,normal
3.52,9.848866396275099,0.03201180418580581,0.25,0.25,0.25,1.0,normal
3.54,9.851891352623301,0.03214230522480455,0.25,0.25,0.25,1.0,normal
3.56,9.812916661678214,0.03162281068479077,0.25,0.25,0.25,1.0,normal
3.58,9.76812433786121,0.03193490867578869,0.25,0.25,0.25,1.0,normal
3.6,9.759097174185241,0.03218807705099514,0.25,0.25,0.25,1.0,normal
3.62,9.794215505641755,0.03166088975875876,0.25,0.25,0.25,1.0,normal
3.64,9.840877355296435,0.03185658173449862,0.25,0.25,0.25,1.0,normal
3.66,9.855764362536434,0.032216725627467184,0.25,0.25,0.25,1.0,normal
3.68,9.825056227634233,0.03171493838460504,0.25,0.25,0.25,1.0,normal
3.7,9.777260737385376,0.03178175239723174,0.25,0.25,0.25,1.0,normal
3.72,9.756748663578586,0.03222649792119171,0.25,0.25,0.25,1.0,normal
3.74,9.782562316294914,0.03178148919266127,0.25,0.25,0.25,1.0,normal
3.76,9.830737683705085,0.03171516298625454,0.25,0.25,0.25,1.0,normal
3.78,9.856551336421413,0.03221679699123359,0.25,0.25,0.25,1.0,normal
3.8,9.836039262614623,0.03185629667213083,0.25,0.25,0.25,1.0,normal
3.82,9.788243772365766,0.031661061391625785,0.25,0.25,0.25,1.0,normal
3.84,9.757535637463565,0.03218821541731032,0.25,0.25,0.25,1.0,normal
3.86,9.772422644703564,0.03193461975215407,0.25,0.25,0.25,1.0,normal
3.88,9.819084494358242,0.03162291830275637,0.25,0.25,0.25,1.0,normal
3.9,9.854202825814758,0.0321425021158218,0.25,0.25,0.25,1.0,normal
3.92,9.84517566213879,0.03201152952614258,0.25,0.25,0.25,1.0,normal
3.94,9.800383338321785,0.031603191214464886,0.25,0.25,0.25,1.0,normal
3.96,9.7614086473767,0.03208246373652732,0.25,0.25,0.25,1.0,normal
3.98,9.764433603724898,0.032082220433929456,0.25,0.25,0.25,1.0,normal
4.0,9.80665,0.031603154550317904,0.25,0.25,0.25,1.0,normal
4.02,9.848866396275099,0.03201180418843227,0.25,0.25,0.25,1.0,normal
4.04,9.851891352623301,0.03214230522484412,0.25,0.25,0.25,1.0,normal
4.06,9.812916661678216,0.0316228106827452,0.25,0.25,0.25,1.0,normal
4.08,9.76812433786121,0.03193490867383576,0.25,0.25,0.25,1.0,normal
4.1,9.759097174185241,0.032188077050731845,0.25,0.25,0.25,1.0,normal
4.12,9.794215505641755,0.031660889760048425,0.25,0.25,0.25,1.0,normal
4.14,9.840877355296433,0.03185658173592291,0.25,0.25,0.25,1.0,normal
4.16,9.855764362536434,0.03221672562780974,0.25,0.25,0.25,1.0,normal
4.18,9.825056227634235,0.03171493838381364,0.25,0.25,0.25,1.0,normal
4.2,9.777260737385376,0.03178175239621008,0.25,0.25,0.25,1.0,normal
4.22,9.756748663578586,0.032226497920845996,0.25,0.25,0.25,1.0,normal
4.24,9.782562316294914,0.031781489193129155,0.25,0.25,0.25,1.0,normal
4.26,9.830737683705085,0.03171516298697443,0.25,0.25,0.25,1.0,normal
4.28,9.856551336421413,0.031915123521804145,0.25,0.25,0.25,1.0,normal
4.3,9.836039262614623,0.03185629667186683,0.25,0.25,0.25,1.0,normal
4.32,9.788243772365766,0.031915123521825156,0.25,0.25,0.25,1.0,normal
4.34,9.757535637463565,0.03218821541704859,0.25,0.25,0.25,1.0,normal
4.36,9.772422644703566,0.03191512352178957,0.25,0.25,0.25,1.0,normal
4.38,9.819084494358242,0.03162291830309708,0.25,0.25,0.25,1.0,normal
4.4,9.854202825814758,0.0319151235218004,0.25,0.25,0.25,1.0,normal
4.42,9.84517566213879,0.03201152952607915,0.25,0.25,0.25,1.0,normal
4.44,9.800383338321783,0.03191512352181495,0.25,0.25,0.25,1.0,normal
4.46,9.7614086473767,0.03208246373636278,0.25,0.25,0.25,1.0,normal
4.48,9.7644336037249,0.031915123521798434,0.25,0.25,0.25,1.0,normal
4.5,9.80665,0.031603154550468165,0.25,0.25,0.25,1.0,normal
4.52,9.848866396275099,0.03201180418855675,0.25,0.25,0.25,1.0,normal
4.54,9.851891352623301,0.0321423052248457,0.25,0.25,0.25,1.0,normal
4.56,9.812916661678216,0.0316228106826477,0.25,0.25,0.25,1.0,normal
4.58,9.76812433786121,0.03193490867374263,0.25,0.25,0.25,1.0,normal
4.6,9.759097174185241,0.03218807705071893,0.25,0.25,0.25,1.0,normal
4.62,9.794215505641755,0.031660889760109306,0.25,0.25,0.25,1.0,normal
4.64,9.840877355296433,0.03185658173599024,0.25,0.25,0.25,1.0,normal
4.66,9.855764362536434,0.03221672562782587,0.25,0.25,0.25,1.0,normal
4.68,9.825056227634235,0.03171493838377605,0.25,0.25,0.25,1.0,normal
4.7,9.777260737385376,0.03178175239616155,0.25,0.25,0.25,1.0,normal
4.72,9.756748663578586,0.03222649792082945,0.25,0.25,0.25,1.0,normal
4.74,9.782562316294914,0.031781489193151095,0.25,0.25,0.25,1.0,normal
4.76,9.830737683705085,0.03171516298700831,0.25,0.25,0.25,1.0,normal
4.78,9.856551336421413,0.03221679699155858,0.25,0.25,0.25,1.0,normal
4.8,9.836039262614623,0.03185629667185426,0.25,0.25,0.25,1.0,normal
4.82,9.788243772365766,0.03166106139110232,0.25,0.25,0.25,1.0,normal
4.84,9.757535637463565,0.03218821541703615,0.25,0.25,0.25,1.0,normal
4.86,9.772422644703566,0.0319346197522985,0.25,0.25,0.25,1.0,normal
4.88,9.819084494358242,0.03162291830311335,0.25,0.25,0.25,1.0,normal
4.9,9.854202825814758,0.03214250211604235,0.25,0.25,0.25,1.0,normal
4.92,9.84517566213879,0.03201152952607611,0.25,0.25,0.25,1.0,normal
4.94,9.800383338321783,0.03160319121422511,0.25,0.25,0.25,1.0,normal
4.96,9.7614086473767,0.032082463736355135,0.25,0.25,0.25,1.0,normal
4.98,9.7644336037249,0.0320822204339512,0.25,0.25,0.25,1.0,normal
5.0,9.80665,0.031603154550475875,0.25,0.25,0.25,1.0,normal
5.02,9.848866396275099,0.03201180418856312,0.25,0.25,0.25,1.0,normal
5.04,9.851891352623301,0.032142305224846096,0.25,0.25,0.25,1.0,normal
5.06,9.812916661678216,0.031622810682643304,0.25,0.25,0.25,1.0,normal
5.08,9.76812433786121,0.03193490867373851,0.25,0.25,0.25,1.0,normal
5.1,9.759097174185241,0.03218807705071878,0.25,0.25,0.25,1.0,normal
5.12,9.794215505641757,0.031660889760112755,0.25,0.25,0.25,1.0,normal
5.14,9.840877355296431,0.03185658173599394,0.25,0.25,0.25,1.0,normal
5.16,9.855764362536434,0.032216725627827,0.25,0.25,0.25,1.0,normal
5.18,9.825056227634233,0.031714938383774566,0.25,0.25,0.25,1.0,normal
5.2,9.777260737385376,0.031781752396159546,0.25,0.25,0.25,1.0,normal
5.22,9.756748663578586,0.03222649792082901,0.25,0.25,0.25,1.0,normal
5.24,9.782562316294912,0.03178148919315253,0.25,0.25,0.25,1.0,normal
5.26,9.830737683705085,0.031715162987010326,0.25,0.25,0.25,1.0,normal
5.28,9.856551336421413,0.032216796991559625,0.25,0.25,0.25,1.0,normal
5.3,9.836039262614625,0.031856296671853926,0.25,0.25,0.25,1.0,normal
5.32,9.788243772365766,0.031661061391101426,0.25,0.25,0.25,1.0,normal
5.34,9.757535637463565,0.032188215417035836,0.25,0.25,0.25,1.0,normal
5.36,9.772422644703566,0.03193461975229907,0.25,0.25,0.25,1.0,normal
5.38,9.819084494358242,0.03162291830311434,0.25,0.25,0.25,1.0,normal
5.4,9.854202825814758,0.03214250211604304,0.25,0.25,0.25,1.0,normal
5.42,9.84517566213879,0.03201152952607625,0.25,0.25,0.25,1.0,normal
5.44,9.800383338321783,0.03160319121422495,0.25,0.25,0.25,1.0,normal
5.46,9.7614086473767,0.03208246373635506,0.25,0.25,0.25,1.0,normal
5.48,9.7644336037249,0.03208222043395132,0.25,0.25,0.25,1.0,normal
5.5,9.806649999999998,0.031603154550476145,0.25,0.25,0.25,1.0,normal
5.52,9.848866396275099,0.03201180418856336,0.25,0.25,0.25,1.0,normal
5.54,9.8518913526233,0.032142305224846124,0.25,0.25,0.25,1.0,normal
5.56,9.812916661678218,0.03162281068264325,0.25,0.25,0.25,1.0,normal
5.58,9.76812433786121,0.03193490867373848,0.25,0.25,0.25,1.0,normal
5.6,9.759097174185241,0.03218807705071883,0.25,0.25,0.25,1.0,normal
5.62,9.794215505641755,0.03166088976011284,0.25,0.25,0.25,1.0,normal
5.64,9.840877355296433,0.031856581735994066,0.25,0.25,0.25,1.0,normal
5.66,9.855764362536434,0.0322167256278271,0.25,0.25,0.25,1.0,normal
5.68,9.825056227634235,0.0317149383837746,0.25,0.25,0.25,1.0,normal
5.7,9.777260737385376,0.03178175239615957,0.25,0.25,0.25,1.0,normal
5.72,9.756748663578586,0.032226497920829024,0.25,0.25,0.25,1.0,normal
5.74,9.782562316294914,0.031781489193152594,0.25,0.25,0.25,1.0,normal
5.76,9.830737683705085,0.03171516298701041,0.25,0.25,0.25,1.0,normal
5.78,9.856551336421413,0.03221679699155963,0.25,0.25,0.25,1.0,normal
5.8,9.836039262614623,0.03185629667185389,0.25,0.25,0.25,1.0,normal
5.82,9.788243772365766,0.03166106139110138,0.25,0.25,0.25,1.0,normal
5.84,9.757535637463565,0.03218821541703579,0.25,0.25,0.25,1.0,normal
5.86,9.772422644703566,0.03193461975229895,0.25,0.25,0.25,1.0,normal
5.88,9.81908449435824,0.031622918303114186,0.25,0.25,0.25,1.0,normal
5.9,9.854202825814758,0.03214250211604296,0.25,0.25,0.25,1.0,normal
5.92,9.84517566213879,0.03201152952607625,0.25,0.25,0.25,1.0,normal
5.94,9.800383338321783,0.031603191214224974,0.25,0.25,0.25,1.0,normal
5.96,9.7614086473767,0.03208246373635502,0.25,0.25,0.25,1.0,normal
5.98,9.764433603724898,0.032082220433951224,0.25,0.25,0.25,1.0,normal
6.0,9.806649999999978,0.03160315455047601,0.25,0.25,0.25,1.0,normal
6.02,11.32644026590361,0.18461027271705185,0.25,0.25,0.25,1.0,normal
6.04,11.435338694438853,0.3333311684860092,0.25,0.25,0.25,1.0,normal
6.06,10.0322498204158,0.3563260235912445,0.25,0.25,0.249616,0.9600000000000009,adapting
